TP DK USD S YTL,TP DK EUR S YTL,TP DK GBP S YTL,TP DK SEK S YTL,TP DK CHF S YTL,TP DK CAD S YTL,TP DK KWD S YTL,TP DK SAR S YTL
8.15,9.70,11.19,0.96,8.83,6.49,27.16,2.17
8.18,9.73,11.26,0.96,8.87,6.53,27.26,2.18
8.15,9.70,11.23,0.95,8.83,6.48,27.17,2.17
8.09,9.67,11.16,0.96,8.80,6.45,26.97,2.16
8.07,9.66,11.14,0.96,8.76,6.47,26.92,2.15
8.07,9.67,11.13,0.96,8.80,6.46,26.92,2.15
8.07,9.70,11.23,0.96,8.83,6.47,26.91,2.15
8.12,9.79,11.37,0.97,8.89,6.50,27.10,2.16
8.16,9.80,11.38,0.97,8.91,6.49,27.24,2.18
8.28,9.98,11.54,0.99,9.07,6.64,27.66,2.21
8.34,10.09,11.62,1.00,9.15,6.71,27.88,2.23
8.25,9.96,11.47,0.99,9.03,6.66,27.54,2.20
8.20,9.90,11.40,0.98,8.97,6.62,27.38,2.19
8.19,9.93,11.44,0.99,9.02,6.67,27.36,2.18
8.25,9.97,11.49,0.99,9.09,6.72,27.54,2.20
8.31,10.01,11.53,0.99,9.12,6.76,27.72,2.22
8.32,10.00,11.57,0.99,9.12,6.77,27.77,2.22
8.36,10.03,11.63,0.99,9.15,6.81,27.87,2.23
8.32,10.02,11.59,0.99,9.16,6.80,27.76,2.22
8.29,10.01,11.55,0.99,9.15,6.81,27.66,2.21
8.26,10.05,11.66,1.00,9.20,6.83,27.61,2.20
8.30,10.09,11.75,1.00,9.22,6.87,27.75,2.21
8.30,10.09,11.75,1.00,9.22,6.87,27.75,2.21
8.36,10.16,11.81,1.01,9.30,6.91,27.94,2.23
8.34,10.19,11.87,1.01,9.31,6.94,27.90,2.22
8.38,10.22,11.86,1.01,9.32,6.93,28.03,2.24
8.37,10.23,11.90,1.01,9.35,6.95,28.00,2.23
8.40,10.25,11.89,1.01,9.37,6.97,28.07,2.24
8.41,10.30,11.94,1.02,9.42,6.99,28.13,2.24
8.45,10.34,11.98,1.02,9.46,7.01,28.26,2.25
8.45,10.30,11.96,1.02,9.43,6.99,28.24,2.25
8.57,10.43,12.17,1.04,9.55,7.09,28.63,2.28
8.51,10.38,12.09,1.03,9.48,7.06,28.46,2.27
8.52,10.42,12.11,1.04,9.50,7.08,28.48,2.27
8.62,10.51,12.21,1.05,9.60,7.15,28.82,2.30
8.64,10.53,12.26,1.05,9.62,7.17,28.88,2.30
8.70,10.54,12.30,1.05,9.64,7.18,29.05,2.32
8.64,10.50,12.24,1.05,9.62,7.16,28.86,2.30
8.60,10.48,12.19,1.04,9.61,7.13,28.77,2.29
8.59,10.47,12.20,1.04,9.61,7.12,28.72,2.29
8.55,10.40,12.07,1.04,9.56,7.07,28.58,2.28
8.37,10.18,11.87,1.02,9.37,6.93,27.99,2.23
8.35,10.12,11.80,1.01,9.31,6.88,27.91,2.23
8.56,10.38,12.08,1.03,9.55,7.05,28.61,2.28
8.54,10.35,12.07,1.03,9.52,7.02,28.53,2.28
8.64,10.33,12.09,1.02,9.48,7.03,28.84,2.30
8.68,10.34,12.08,1.02,9.47,7.03,28.97,2.31
8.77,10.42,12.16,1.02,9.54,7.06,29.27,2.34
8.74,10.39,12.15,1.03,9.52,7.06,29.18,2.33
8.63,10.30,12.07,1.02,9.42,7.03,28.83,2.30
8.67,10.35,12.13,1.03,9.46,7.06,28.98,2.31
8.69,10.38,12.11,1.03,9.50,7.07,29.03,2.32
8.72,10.38,12.10,1.03,9.49,7.06,29.12,2.33
8.70,10.34,12.06,1.03,9.45,7.02,29.04,2.32
8.69,10.31,12.02,1.02,9.41,7.02,29.01,2.32
8.70,10.28,11.98,1.02,9.41,7.01,29.01,2.32
8.68,10.31,12.04,1.02,9.44,7.04,28.99,2.31
8.67,10.27,12.03,1.02,9.42,7.03,28.95,2.31
8.68,10.27,12.01,1.01,9.42,6.99,29.00,2.31
8.70,10.29,12.01,1.01,9.49,6.94,29.06,2.32
8.69,10.29,12.00,1.01,9.51,6.95,29.01,2.32
8.65,10.25,12.01,1.01,9.47,6.93,28.91,2.31
8.62,10.21,11.97,1.01,9.43,6.92,28.82,2.30
8.63,10.17,11.97,1.00,9.41,6.91,28.84,2.30
8.53,10.07,11.80,0.99,9.29,6.79,28.51,2.27
8.53,10.07,11.80,0.99,9.29,6.79,28.51,2.27
8.59,10.12,11.85,0.99,9.38,6.84,28.70,2.29
8.58,10.11,11.85,1.00,9.37,6.83,28.67,2.29
8.56,10.11,11.90,1.00,9.38,6.82,28.62,2.28
8.51,10.10,11.90,1.00,9.39,6.84,28.49,2.27
8.43,10.03,11.79,0.99,9.33,6.79,28.22,2.25
8.40,9.99,11.71,0.98,9.30,6.75,28.12,2.24
8.34,9.91,11.62,0.98,9.24,6.67,27.92,2.22
8.43,10.01,11.77,0.99,9.35,6.74,28.24,2.25
8.54,10.12,11.91,1.00,9.45,6.83,28.59,2.28
8.58,10.13,11.96,1.00,9.47,6.87,28.70,2.29
8.66,10.18,12.03,1.00,9.47,6.91,28.94,2.31
8.64,10.13,11.99,1.00,9.39,6.88,28.86,2.30
8.64,10.12,11.96,0.99,9.38,6.90,28.86,2.30
8.59,10.08,11.92,0.99,9.34,6.87,28.70,2.29
8.55,10.04,11.83,0.99,9.29,6.84,28.57,2.28
8.48,9.99,11.78,0.98,9.30,6.77,28.37,2.26
8.43,9.92,11.65,0.98,9.27,6.69,28.19,2.25
8.48,9.94,11.68,0.97,9.30,6.73,28.33,2.26
8.53,9.97,11.69,0.98,9.32,6.70,28.47,2.27
8.54,9.97,11.65,0.97,9.33,6.63,28.52,2.28
8.47,9.93,11.60,0.97,9.27,6.66,28.30,2.26
8.43,9.89,11.58,0.97,9.25,6.68,28.16,2.25
8.39,9.86,11.54,0.97,9.21,6.66,28.05,2.24
8.37,9.85,11.52,0.97,9.16,6.65,27.97,2.23
8.39,9.87,11.52,0.97,9.17,6.63,28.03,2.24
8.32,9.84,11.48,0.97,9.12,6.62,27.81,2.22
8.30,9.81,11.44,0.97,9.07,6.60,27.76,2.21
8.28,9.81,11.43,0.97,9.06,6.58,27.68,2.21
8.31,9.87,11.51,0.97,9.11,6.63,27.79,2.22
8.29,9.84,11.50,0.97,9.07,6.62,27.74,2.21
8.31,9.87,11.50,0.98,9.11,6.62,27.81,2.22
8.42,9.96,11.61,0.98,9.17,6.65,28.16,2.25
8.48,10.03,11.73,0.99,9.25,6.69,28.36,2.26
8.42,9.97,11.70,0.98,9.21,6.68,28.17,2.24
8.46,9.97,11.71,0.98,9.20,6.68,28.28,2.26
8.45,9.98,11.73,0.99,9.19,6.68,28.25,2.25
8.44,9.98,11.69,0.99,9.22,6.67,28.23,2.25
8.46,9.96,11.71,0.98,9.18,6.70,28.27,2.25
8.58,10.11,11.86,1.00,9.28,6.79,28.68,2.29
8.68,10.17,11.89,1.00,9.34,6.78,29.00,2.31
8.65,10.15,11.85,1.00,9.36,6.79,28.88,2.31
8.65,10.15,11.82,1.00,9.40,6.77,28.90,2.31
8.67,10.16,11.88,1.01,9.40,6.85,28.98,2.31
8.84,10.37,12.13,1.03,9.59,6.98,29.53,2.36
8.85,10.36,12.14,1.02,9.56,7.01,29.55,2.36
8.87,10.37,12.13,1.02,9.58,7.03,29.61,2.37
8.86,10.33,11.99,1.02,9.56,6.99,29.55,2.36
8.89,10.31,11.98,1.02,9.54,7.00,29.65,2.37
8.86,10.27,11.98,1.01,9.53,6.99,29.55,2.36
8.87,10.30,12.06,1.02,9.57,7.04,29.58,2.36
8.86,10.28,12.09,1.02,9.58,7.04,29.55,2.36
8.92,10.31,12.13,1.02,9.62,7.07,29.75,2.38
8.88,10.27,12.09,1.02,9.60,7.07,29.60,2.37
8.91,10.30,12.15,1.02,9.61,7.12,29.71,2.38
8.95,10.36,12.23,1.03,9.68,7.20,29.85,2.39
9.02,10.42,12.29,1.03,9.74,7.24,30.04,2.40
9.04,10.45,12.33,1.04,9.76,7.27,30.11,2.41
9.16,10.63,12.58,1.07,9.97,7.40,30.52,2.44
9.22,10.70,12.67,1.07,10.00,7.47,30.71,2.46
9.28,10.76,12.77,1.08,10.05,7.50,30.93,2.48
9.30,10.84,12.86,1.09,10.14,7.56,31.01,2.48
9.33,10.85,12.87,1.09,10.12,7.56,31.11,2.49
9.30,10.83,12.87,1.09,10.14,7.55,31.02,2.48
9.60,11.18,13.27,1.12,10.50,7.79,32.03,2.56
9.75,11.35,13.45,1.14,10.65,7.90,32.53,2.60
9.47,11.00,13.09,1.11,10.32,7.67,31.59,2.53
9.50,11.02,13.07,1.11,10.36,7.66,31.66,2.53
9.50,11.02,13.07,1.11,10.36,7.66,31.66,2.53
9.55,11.04,13.06,1.12,10.45,7.72,31.81,2.54
9.53,11.06,13.03,1.12,10.49,7.70,31.78,2.54
9.67,11.21,13.21,1.13,10.63,7.80,32.25,2.58
9.71,11.22,13.26,1.14,10.65,7.83,32.35,2.59
9.72,11.22,13.10,1.14,10.65,7.80,32.38,2.59
9.70,11.22,13.11,1.13,10.63,7.80,32.33,2.59
9.72,11.27,13.22,1.14,10.67,7.82,32.40,2.59
9.80,11.34,13.29,1.14,10.76,7.90,32.66,2.61
9.93,11.39,13.33,1.15,10.83,7.94,33.06,2.65
9.93,11.37,13.32,1.14,10.79,7.90,33.04,2.65
10.00,11.45,13.45,1.15,10.89,7.99,33.28,2.67
10.19,11.58,13.73,1.16,11.02,8.14,33.87,2.72
10.42,11.78,14.03,1.18,11.22,8.31,34.62,2.78
10.72,12.14,14.49,1.21,11.58,8.51,35.63,2.86
11.05,12.50,14.89,1.24,11.95,8.76,36.72,2.94
11.19,12.62,15.06,1.25,12.08,8.87,37.19,2.98
12.18,13.70,16.32,1.36,13.10,9.58,40.43,3.25
12.63,14.18,16.91,1.40,13.54,9.97,41.93,3.37
12.02,13.49,16.06,1.33,12.91,9.51,39.90,3.20
12.10,13.62,16.14,1.33,13.07,9.50,40.19,3.23
12.68,14.31,16.95,1.39,13.73,9.97,42.14,3.38
12.96,14.71,17.33,1.44,14.13,10.15,43.08,3.46
13.36,15.13,17.82,1.49,14.56,10.49,44.40,3.56
13.43,15.21,17.90,1.49,14.62,10.51,44.65,3.58
13.70,15.48,18.23,1.51,14.92,10.70,45.53,3.65
13.80,15.58,18.32,1.52,15.00,10.79,45.85,3.68
13.69,15.44,18.19,1.51,14.85,10.79,45.48,3.65
13.65,15.40,18.09,1.51,14.80,10.81,45.32,3.64
13.77,15.59,18.20,1.53,14.97,10.88,45.72,3.67
13.86,15.64,18.33,1.53,15.03,10.92,46.01,3.69
14.27,16.10,18.93,1.58,15.49,11.21,47.38,3.80
14.20,16.04,18.81,1.57,15.45,11.10,47.13,3.79
14.66,16.52,19.48,1.61,15.90,11.41,48.64,3.91
15.24,17.23,20.27,1.69,16.53,11.93,50.52,4.06
16.37,18.54,21.82,1.82,17.85,12.81,54.29,4.36
17.50,19.71,23.15,1.92,18.99,13.57,58.05,4.66
13.05,14.73,17.30,1.43,14.19,10.10,43.31,3.47
12.48,14.07,16.60,1.37,13.53,9.68,41.42,3.32
11.47,12.99,15.39,1.27,12.50,8.96,38.13,3.06
11.75,13.32,15.78,1.30,12.84,9.18,39.05,3.13
11.41,12.91,15.32,1.26,12.44,8.91,37.91,3.04
11.85,13.42,15.96,1.31,12.95,9.28,39.39,3.16
12.24,13.83,16.47,1.36,13.36,9.56,40.67,3.26
13.00,14.71,17.54,1.44,14.21,10.17,43.20,3.46
13.35,15.11,18.06,1.48,14.65,10.51,44.39,3.56
13.45,15.26,18.20,1.49,14.76,10.62,44.70,3.58
13.21,14.92,17.85,1.46,14.42,10.38,43.89,3.52
13.39,15.14,18.16,1.48,14.66,10.55,44.50,3.57
13.66,15.44,18.49,1.50,14.90,10.69,45.38,3.64
13.78,15.58,18.70,1.52,14.99,10.85,45.77,3.67
13.74,15.57,18.70,1.52,14.95,10.90,45.68,3.66
13.76,15.60,18.74,1.52,14.89,10.89,45.72,3.66
13.75,15.62,18.77,1.53,14.92,10.96,45.70,3.66
13.56,15.55,18.66,1.53,14.89,10.88,45.17,3.61
13.53,15.51,18.61,1.52,14.89,10.85,45.07,3.61
13.50,15.42,18.50,1.50,14.81,10.80,44.95,3.60
13.54,15.42,18.48,1.50,14.83,10.83,45.03,3.61
13.59,15.41,18.53,1.49,14.88,10.90,45.21,3.62
13.47,15.29,18.38,1.48,14.75,10.80,44.79,3.59
13.43,15.22,18.25,1.47,14.73,10.74,44.66,3.58
13.41,15.18,18.16,1.46,14.73,10.66,44.61,3.57
13.52,15.27,18.25,1.46,14.76,10.71,44.97,3.61
13.53,15.27,18.30,1.47,14.74,10.76,44.98,3.61
13.62,15.24,18.30,1.46,14.72,10.74,45.23,3.63
13.63,15.18,18.28,1.45,14.67,10.69,45.23,3.63
13.43,14.99,18.06,1.44,14.43,10.56,44.55,3.58
13.39,15.08,18.08,1.45,14.54,10.58,44.49,3.57
13.45,15.19,18.25,1.46,14.65,10.62,44.72,3.59
13.58,15.33,18.44,1.48,14.77,10.71,45.14,3.62
13.56,15.54,18.43,1.50,14.74,10.68,45.10,3.61
13.57,15.51,18.38,1.49,14.71,10.68,45.14,3.62
13.64,15.57,18.50,1.50,14.80,10.76,45.39,3.64
13.59,15.53,18.47,1.50,14.75,10.72,45.22,3.62
13.56,15.50,18.41,1.49,14.71,10.71,45.09,3.61
13.52,15.40,18.35,1.46,14.61,10.63,44.94,3.60
13.56,15.35,18.37,1.45,14.70,10.64,45.09,3.61
13.63,15.45,18.49,1.47,14.78,10.73,45.29,3.63
13.64,15.52,18.53,1.48,14.78,10.76,45.33,3.64
13.63,15.49,18.56,1.47,14.82,10.74,45.31,3.63
13.64,15.50,18.61,1.47,14.84,10.76,45.35,3.63
13.64,15.49,18.62,1.46,14.88,10.72,45.35,3.63
13.77,15.59,18.72,1.47,15.04,10.82,45.77,3.67
13.81,15.66,18.81,1.49,15.04,10.87,45.91,3.68
14.26,15.99,19.21,1.50,15.51,11.15,47.34,3.80
13.85,15.50,18.57,1.46,15.03,10.87,45.96,3.69
13.91,15.58,18.69,1.47,15.20,11.00,46.18,3.71
14.06,15.60,18.75,1.45,15.34,11.07,46.65,3.75
14.14,15.68,18.96,1.46,15.41,11.22,46.88,3.77
14.20,15.63,18.94,1.46,15.50,11.18,47.08,3.79
14.33,15.56,18.92,1.44,15.56,11.29,47.40,3.82
14.50,15.78,19.04,1.46,15.68,11.32,47.97,3.86
14.63,16.02,19.26,1.49,15.80,11.41,48.42,3.90
14.77,16.31,19.49,1.53,15.97,11.54,48.93,3.94
14.93,16.41,19.57,1.55,16.07,11.71,49.41,3.98
14.79,16.19,19.31,1.54,15.85,11.60,48.89,3.94
14.78,16.25,19.30,1.55,15.77,11.52,48.87,3.94
14.70,16.15,19.24,1.55,15.67,11.57,48.62,3.92
14.70,16.24,19.40,1.57,15.67,11.62,48.64,3.92
14.79,16.36,19.47,1.57,15.84,11.74,48.95,3.94
14.84,16.40,19.55,1.58,15.96,11.79,49.12,3.96
14.83,16.30,19.57,1.57,15.89,11.78,49.05,3.95
14.83,16.33,19.67,1.58,15.90,11.80,49.05,3.95
14.85,16.31,19.61,1.58,15.96,11.83,49.10,3.96
14.83,16.34,19.59,1.59,16.04,11.85,49.06,3.95
14.85,16.29,19.55,1.57,15.91,11.91,49.04,3.96
14.82,16.34,19.44,1.58,15.88,11.88,48.95,3.95
14.67,16.34,19.31,1.59,15.87,11.77,48.55,3.91
14.66,16.31,19.28,1.58,15.90,11.73,48.52,3.91
14.69,16.24,19.32,1.58,15.93,11.77,48.56,3.92
14.71,16.21,19.33,1.57,15.91,11.79,48.63,3.92
14.72,16.16,19.36,1.57,15.94,11.83,48.63,3.92
14.74,16.08,19.32,1.57,15.84,11.81,48.64,3.93
14.76,16.08,19.33,1.57,15.85,11.77,48.69,3.93
14.75,16.03,19.26,1.57,15.81,11.73,48.64,3.93
14.74,16.08,19.24,1.57,15.81,11.72,48.61,3.93
14.69,15.96,19.15,1.55,15.78,11.63,48.43,3.92
14.59,15.80,18.99,1.54,15.67,11.55,48.08,3.89
14.62,15.94,19.23,1.55,15.67,11.67,48.22,3.90
14.64,15.83,19.17,1.54,15.58,11.64,48.24,3.91
14.65,15.82,19.11,1.54,15.56,11.61,48.26,3.91
14.66,15.83,19.13,1.54,15.53,11.66,48.25,3.91
14.67,15.89,19.15,1.56,15.50,11.70,48.28,3.91
14.69,16.02,19.22,1.57,15.53,11.79,48.39,3.92
14.73,15.93,19.05,1.55,15.46,11.66,48.49,3.93
14.77,15.85,18.84,1.54,15.45,11.61,48.59,3.94
14.79,15.81,18.84,1.53,15.46,11.63,48.65,3.94
14.82,15.72,18.67,1.51,15.40,11.57,48.69,3.95
14.81,15.57,18.55,1.52,15.28,11.55,48.55,3.95
14.81,15.64,18.63,1.52,15.31,11.64,48.58,3.95
14.86,15.73,18.64,1.53,15.23,11.67,48.75,3.96
14.92,15.74,18.43,1.51,15.18,11.64,48.89,3.98
15.00,15.79,18.50,1.51,15.14,11.61,49.14,4.00
15.22,16.07,18.80,1.52,15.34,11.72,49.89,4.06
15.32,16.16,18.95,1.54,15.50,11.82,50.20,4.08
15.38,16.06,18.79,1.53,15.48,11.82,50.40,4.10
15.47,16.07,18.90,1.54,15.49,11.90,50.67,4.12
15.59,16.25,19.12,1.55,15.56,12.07,51.06,4.16
15.82,16.59,19.72,1.60,15.91,12.36,51.84,4.22
15.95,16.77,19.82,1.61,16.04,12.44,52.29,4.25
15.95,16.88,19.94,1.62,16.45,12.49,52.38,4.25
15.88,16.90,19.99,1.62,16.43,12.43,52.16,4.23
16.11,17.26,20.22,1.65,16.75,12.61,52.97,4.30
16.30,17.40,20.43,1.66,16.96,12.71,53.57,4.34
16.40,17.54,20.68,1.67,17.12,12.81,53.93,4.37
16.38,17.56,20.69,1.67,17.11,12.87,53.85,4.37
16.39,17.63,20.74,1.68,17.15,12.93,53.89,4.37
16.42,17.60,20.72,1.68,17.14,12.97,53.96,4.38
16.44,17.62,20.73,1.69,17.14,13.01,54.01,4.38
16.47,17.60,20.69,1.69,17.20,13.03,54.10,4.39
16.51,17.74,20.78,1.71,17.26,13.15,54.23,4.40
16.59,17.81,20.87,1.71,17.29,13.22,54.51,4.42
16.74,17.87,20.94,1.71,17.19,13.31,54.93,4.46
17.12,18.33,21.52,1.75,17.57,13.67,56.20,4.56
17.23,18.46,21.61,1.76,17.65,13.73,56.56,4.59
17.09,18.13,21.33,1.73,17.47,13.45,56.04,4.56
17.27,18.07,21.12,1.71,17.44,13.46,56.58,4.60
17.27,18.04,20.97,1.71,17.44,13.39,56.52,4.60
17.29,18.11,20.91,1.71,17.36,13.38,56.59,4.61
17.32,18.02,21.04,1.69,17.66,13.41,56.68,4.62
17.32,18.21,21.33,1.71,17.99,13.37,56.76,4.62
17.34,18.25,21.27,1.72,18.01,13.36,56.81,4.62
17.35,18.31,21.35,1.73,18.00,13.43,56.83,4.62
17.36,18.25,21.27,1.72,18.00,13.39,56.89,4.63
17.38,18.28,21.25,1.72,18.05,13.42,56.96,4.63
17.38,18.31,21.38,1.72,18.17,13.41,57.02,4.63
16.68,17.64,20.53,1.66,17.45,12.96,54.70,4.44
16.65,17.62,20.45,1.66,17.47,12.99,54.60,4.44
16.70,17.55,20.36,1.65,17.54,12.99,54.72,4.45
16.69,17.40,20.28,1.63,17.48,12.94,54.69,4.45
16.75,17.50,20.27,1.63,17.51,12.98,54.87,4.46
16.82,17.56,20.44,1.64,17.57,13.10,55.14,4.48
16.97,17.54,20.48,1.63,17.65,13.16,55.56,4.52
17.21,17.61,20.59,1.64,17.79,13.22,56.32,4.59
17.29,17.63,20.73,1.65,17.84,13.32,56.55,4.61
17.29,17.63,20.73,1.65,17.84,13.32,56.55,4.61
17.42,17.50,20.78,1.66,17.85,13.41,56.89,4.64
17.49,17.53,20.75,1.66,17.82,13.40,57.06,4.66
17.50,17.74,20.95,1.69,17.97,13.50,57.16,4.66
17.57,17.99,21.14,1.72,18.16,13.59,57.48,4.68
17.59,17.99,21.14,1.73,18.19,13.69,57.49,4.68
17.66,18.00,21.14,1.73,18.20,13.70,57.72,4.70
17.74,18.04,21.25,1.74,18.39,13.80,58.01,4.72
17.83,18.23,21.49,1.76,18.54,13.85,58.38,4.75
17.87,18.19,21.51,1.75,18.56,13.92,58.47,4.75
17.90,18.16,21.62,1.75,18.65,13.94,58.57,4.77
17.94,18.25,21.83,1.76,18.73,14.02,58.73,4.78
17.93,18.33,21.88,1.77,18.87,14.00,58.79,4.77
17.96,18.40,21.99,1.78,18.95,14.07,58.89,4.78
17.97,18.38,21.97,1.78,18.91,13.99,58.94,4.78
17.97,18.29,21.92,1.76,18.78,13.99,58.91,4.78
17.97,18.29,21.88,1.77,18.75,14.01,58.89,4.78
17.97,18.38,21.86,1.78,18.85,13.97,58.94,4.78
17.97,18.32,21.78,1.77,18.80,13.95,58.92,4.78
17.96,18.37,21.78,1.78,18.89,13.99,58.86,4.78
17.96,18.37,21.76,1.78,18.94,13.97,58.87,4.78
17.97,18.56,22.00,1.80,19.15,14.09,58.97,4.78
17.97,18.50,21.89,1.78,19.12,14.10,58.93,4.78
17.97,18.36,21.76,1.76,19.07,13.98,58.93,4.79
17.97,18.23,21.67,1.74,18.99,13.94,58.90,4.79
17.97,18.28,21.79,1.74,18.94,13.98,58.89,4.79
18.00,18.30,21.72,1.74,18.93,13.96,58.97,4.79
18.11,18.24,21.54,1.73,18.97,13.97,59.22,4.82
18.13,18.15,21.44,1.71,18.95,13.97,59.29,4.83
18.13,18.00,21.37,1.70,18.82,13.94,59.24,4.83
18.15,18.04,21.46,1.71,18.89,14.00,59.30,4.83
18.18,18.17,21.56,1.73,18.92,14.10,59.41,4.84
18.19,18.17,21.52,1.73,18.91,14.08,59.42,4.84
18.20,18.13,21.29,1.71,18.83,13.95,59.37,4.85
18.20,18.19,21.22,1.71,18.66,13.91,59.40,4.84
18.21,18.26,21.14,1.71,18.68,13.85,59.44,4.85
18.23,18.21,21.11,1.70,18.63,13.89,59.45,4.85
18.24,18.09,21.00,1.69,18.61,13.88,59.44,4.85
18.24,18.15,21.16,1.70,18.64,13.92,59.42,4.85
18.25,18.07,20.98,1.70,18.58,13.87,59.36,4.86
18.25,18.25,21.05,1.71,18.77,13.93,59.45,4.86
18.25,18.40,21.22,1.73,19.06,14.06,59.54,4.86
18.25,18.54,21.36,1.75,19.15,14.07,59.54,4.86
18.25,18.55,21.43,1.76,19.25,14.09,59.60,4.86
18.26,18.25,21.11,1.72,19.05,13.88,59.49,4.86
18.28,18.24,21.08,1.71,19.09,13.89,59.48,4.86
18.28,18.23,20.86,1.70,19.02,13.79,59.47,4.86
18.30,18.26,20.85,1.70,18.96,13.76,59.54,4.87
18.31,18.33,20.98,1.70,19.02,13.81,59.61,4.87
18.33,18.16,20.81,1.67,19.04,13.72,59.60,4.87
18.37,18.11,20.79,1.67,18.87,13.65,59.67,4.88
18.40,17.98,20.52,1.65,18.81,13.63,59.72,4.89
18.46,17.82,19.81,1.64,18.74,13.56,59.76,4.91
18.48,17.80,19.99,1.65,18.75,13.52,59.83,4.92
18.52,17.70,19.78,1.63,18.71,13.46,59.90,4.92
18.54,17.96,20.10,1.65,18.93,13.54,60.06,4.93
18.55,18.17,20.69,1.67,19.01,13.56,60.21,4.94
18.57,18.18,20.84,1.68,18.83,13.52,60.27,4.94
18.58,18.36,21.15,1.71,18.84,13.66,60.31,4.94
18.59,18.47,21.23,1.71,18.96,13.71,60.41,4.94
18.59,18.39,21.02,1.70,18.97,13.64,60.38,4.95
18.59,18.21,20.83,1.68,18.81,13.56,60.30,4.95
18.59,18.04,20.60,1.65,18.68,13.55,60.23,4.95
18.59,18.05,20.58,1.65,18.66,13.47,60.24,4.95
18.60,18.06,20.56,1.65,18.73,13.50,60.25,4.95
18.60,18.07,20.75,1.65,18.67,13.49,60.27,4.95
18.59,18.13,20.98,1.65,18.62,13.52,60.26,4.95
18.60,18.12,21.00,1.66,18.61,13.48,60.26,4.95
18.60,18.30,21.07,1.68,18.73,13.56,60.31,4.95
18.60,18.25,20.99,1.68,18.64,13.54,60.29,4.95
18.60,18.22,20.90,1.67,18.56,13.55,60.22,4.95
18.61,18.16,20.77,1.65,18.47,13.50,60.18,4.95
18.62,18.31,21.12,1.66,18.65,13.60,60.31,4.95
18.62,18.36,21.10,1.68,18.61,13.58,60.33,4.95
18.62,18.66,21.56,1.71,18.86,13.76,60.49,4.95
18.62,18.72,21.60,1.72,18.87,13.72,60.51,4.96
18.62,18.72,21.60,1.72,18.87,13.72,60.51,4.96
18.63,18.51,21.57,1.70,18.68,13.67,60.47,4.96
18.63,18.50,21.53,1.71,18.77,13.76,60.50,4.96
18.63,18.44,21.47,1.70,18.72,13.72,60.47,4.96
18.63,18.20,21.08,1.67,18.48,13.56,60.35,4.96
18.63,18.22,20.93,1.68,18.50,13.67,60.34,4.96
18.62,18.56,21.26,1.72,18.80,13.81,60.45,4.95
18.61,18.61,21.39,1.72,18.84,13.80,60.51,4.95
18.61,18.72,21.43,1.74,18.94,13.87,60.55,4.95
18.61,18.58,21.22,1.71,18.90,13.76,60.51,4.95
18.54,19.02,21.81,1.77,19.34,13.96,60.65,4.93
18.62,19.20,21.97,1.79,19.72,14.04,60.80,4.95
18.62,19.37,22.08,1.80,19.85,14.05,60.84,4.95
18.63,19.39,22.19,1.79,19.83,14.07,60.85,4.96
18.63,19.32,22.20,1.78,19.72,13.98,60.87,4.96
18.63,19.32,22.23,1.77,19.62,13.99,60.86,4.96
18.63,19.09,22.05,1.74,19.50,13.90,60.79,4.96
18.64,19.13,22.13,1.75,19.54,13.91,60.82,4.96
18.64,19.24,22.24,1.77,19.64,13.94,60.86,4.96
18.64,19.41,22.58,1.79,19.82,13.98,60.98,4.96
18.64,19.40,22.59,1.80,19.77,13.98,60.96,4.96
18.64,19.44,22.56,1.80,19.80,13.89,60.98,4.96
18.65,19.35,22.44,1.78,19.69,13.90,60.97,4.96
18.65,19.32,22.40,1.78,19.65,13.79,60.94,4.96
18.65,19.46,22.65,1.79,19.80,13.91,61.04,4.96
18.64,19.64,22.91,1.82,19.99,13.90,61.16,4.96
18.65,19.68,22.95,1.82,19.98,13.91,61.13,4.96
18.65,19.57,22.77,1.80,19.82,13.72,61.09,4.96
18.65,19.54,22.69,1.80,19.84,13.66,61.08,4.96
18.65,19.61,22.77,1.80,19.86,13.67,61.11,4.96
18.65,19.70,22.90,1.82,20.03,13.72,61.17,4.96
18.65,19.67,22.91,1.81,20.02,13.68,61.14,4.96
18.66,19.67,22.95,1.82,19.98,13.72,61.14,4.96
18.66,19.87,23.14,1.84,20.16,13.79,61.22,4.96
18.66,19.83,23.08,1.83,20.15,13.77,61.22,4.96
18.66,19.85,22.76,1.81,20.14,13.68,61.17,4.96
18.66,19.83,22.81,1.81,20.10,13.69,61.24,4.96
18.67,19.84,22.74,1.80,20.19,13.71,61.32,4.96
18.68,19.83,22.72,1.80,20.20,13.73,61.33,4.97
18.69,19.87,22.65,1.81,20.26,13.76,61.36,4.97
18.69,19.84,22.58,1.79,20.13,13.75,61.35,4.97
18.70,19.87,22.60,1.79,20.10,13.77,61.37,4.97
18.72,19.94,22.63,1.80,20.19,13.84,61.45,4.98
18.73,19.93,22.60,1.80,20.21,13.87,61.49,4.98
18.73,19.92,22.58,1.80,20.27,13.80,61.48,4.98
18.73,19.97,22.61,1.80,20.33,13.85,61.55,4.98
18.74,20.02,22.63,1.80,20.31,13.84,61.59,4.98
18.74,19.82,22.46,1.79,20.12,13.81,61.56,4.99
18.75,19.88,22.62,1.79,20.24,13.83,61.57,4.99
18.77,19.92,22.61,1.79,20.28,13.91,61.63,4.99
